Experiment Results - 20250802_132554
==================================================
n_online_list: [200]
n_runs: 1000
alpha: 0.4
M: 1000
==================================================

Per-t selection conditional statistics (mean/std across simulations):
    Method |    t |  Count | CovMean |  CovStd | LenMedian |  LenStd | InfFracMean |  InfFracStd |  CalMean |   CalStd
 Randomize |    2 |    535 |   0.864 |   0.343 |     inf |     nan |       0.897 |       0.304 |    4.158 |    1.383
 Randomize |    3 |    486 |   0.821 |   0.383 |     inf |     nan |       0.794 |       0.404 |   14.879 |    4.344
 Randomize |    4 |    496 |   0.750 |   0.433 |     inf |     nan |       0.643 |       0.479 |   66.460 |   16.282
 Randomize |    5 |    433 |   0.727 |   0.445 |     inf |     nan |       0.564 |       0.496 |  370.573 |   85.151
 Randomize |    6 |    411 |   0.730 |   0.444 |   2.899 |     nan |       0.443 |       0.497 |  502.692 |  119.907
 Randomize |    7 |    383 |   0.734 |   0.442 |   2.153 |     nan |       0.313 |       0.464 |  483.679 |  112.021
 Randomize |    8 |    368 |   0.731 |   0.443 |   2.145 |     nan |       0.280 |       0.449 |  461.448 |  115.686
 Randomize |    9 |    385 |   0.686 |   0.464 |   2.012 |     nan |       0.218 |       0.413 |  460.457 |  105.805
 Randomize |   10 |    363 |   0.669 |   0.470 |   1.814 |     nan |       0.132 |       0.339 |  442.416 |  112.690
 Randomize |   11 |    343 |   0.694 |   0.461 |   1.831 |     nan |       0.096 |       0.295 |  434.063 |  115.214
 Randomize |   12 |    321 |   0.664 |   0.472 |   1.839 |     nan |       0.050 |       0.218 |  439.176 |  106.255
 Randomize |   13 |    307 |   0.730 |   0.444 |   1.800 |     nan |       0.042 |       0.201 |  430.884 |  110.493
 Randomize |   14 |    357 |   0.636 |   0.481 |   1.745 |     nan |       0.025 |       0.157 |  434.543 |  101.745
 Randomize |   15 |    330 |   0.652 |   0.476 |   1.719 |     nan |       0.015 |       0.122 |  415.180 |  107.990
 Randomize |   16 |    346 |   0.720 |   0.449 |   1.707 |     nan |       0.020 |       0.141 |  407.506 |  116.452
 Randomize |   17 |    321 |   0.679 |   0.467 |   1.695 |     nan |       0.012 |       0.111 |  406.905 |  112.522
 Randomize |   18 |    319 |   0.665 |   0.472 |   1.776 |     nan |       0.006 |       0.079 |  402.346 |  108.084
 Randomize |   19 |    320 |   0.750 |   0.433 |   1.649 |     nan |       0.009 |       0.096 |  396.192 |  113.706
 Randomize |   20 |    300 |   0.623 |   0.485 |   1.690 |     nan |       0.007 |       0.081 |  390.210 |  112.626
